learner_id,course_id,module_id,content_type,assessment_score,feedback_rating,content_difficulty,recommended_courses
8653,19,875,Text,18,Poor,Easy,14
8654,3,804,Quiz,36,Average,Hard,13
8655,1,388,Video,64,Excellent,Intermediate,3
8656,4,903,Quiz,63,Excellent,Hard,7
8657,9,714,Video,94,Average,Easy,12
8658,2,939,Text,56,Average,Easy,12
8659,15,872,Quiz,81,Poor,Easy,18
8660,7,850,Text,22,Good,Easy,3
8661,8,501,Video,42,Good,Easy,17
8662,10,508,Quiz,59,Poor,Hard,8
8663,6,707,Text,44,Average,Easy,10
8664,3,994,Video,8,Excellent,Intermediate,6
8665,8,391,Video,70,Poor,Easy,2
8666,15,575,Text,14,Poor,Easy,5
8667,8,357,Quiz,32,Poor,Hard,19
8668,10,980,Quiz,72,Average,Hard,13
8669,13,694,Text,68,Average,Easy,8
8670,12,889,Quiz,98,Excellent,Intermediate,7
8671,3,658,Text,22,Average,Easy,14
8672,16,814,Text,50,Average,Easy,6
8673,7,430,Quiz,31,Good,Easy,10
8674,14,244,Video,55,Poor,Easy,16
8675,14,794,Quiz,4,Average,Easy,3
8676,2,814,Video,24,Average,Hard,8
8677,17,407,Text,10,Excellent,Hard,2
8678,7,43,Video,89,Good,Hard,20
8679,13,959,Quiz,85,Excellent,Intermediate,14
8680,19,700,Text,36,Poor,Intermediate,15
8681,17,16,Video,80,Poor,Intermediate,8
8682,6,588,Text,65,Average,Intermediate,18
8683,10,512,Text,52,Average,Hard,20
8684,4,169,Text,45,Good,Easy,13
8685,3,498,Text,35,Good,Hard,20
8686,19,940,Quiz,68,Excellent,Intermediate,1
8687,5,327,Text,41,Good,Intermediate,10
8688,4,807,Video,45,Excellent,Easy,1
8689,5,35,Video,23,Average,Intermediate,14
8690,8,689,Video,7,Average,Intermediate,2
8691,12,58,Text,33,Good,Intermediate,9
8692,18,653,Quiz,58,Excellent,Intermediate,13
8693,18,260,Quiz,3,Good,Hard,10
8694,19,841,Video,19,Good,Intermediate,19
8695,14,437,Text,68,Good,Easy,4
8696,16,367,Video,45,Good,Intermediate,20
8697,6,883,Quiz,76,Excellent,Hard,10
8698,19,607,Video,21,Poor,Hard,7
8699,9,491,Quiz,70,Average,Hard,14
8700,12,812,Text,67,Excellent,Easy,16
8701,9,520,Quiz,40,Average,Easy,12
8702,12,69,Video,42,Poor,Intermediate,5
8703,6,444,Quiz,40,Poor,Hard,8
8704,10,800,Quiz,5,Excellent,Hard,8
8705,16,583,Text,27,Poor,Hard,15
8706,19,680,Text,67,Good,Intermediate,5
8707,6,833,Quiz,53,Excellent,Hard,19
8708,15,380,Text,69,Average,Hard,5
8709,10,992,Quiz,1,Excellent,Easy,13
8710,12,243,Quiz,95,Poor,Intermediate,16
8711,1,667,Video,9,Good,Hard,20
8712,13,698,Quiz,96,Good,Hard,3
8713,10,697,Quiz,2,Poor,Hard,8
8714,17,143,Quiz,24,Excellent,Hard,10
8715,2,55,Quiz,48,Good,Hard,18
8716,17,638,Text,41,Good,Intermediate,14
8717,5,924,Text,32,Poor,Hard,15
8718,5,62,Video,73,Excellent,Easy,14
8719,12,442,Video,4,Average,Easy,1
8720,9,587,Video,20,Good,Easy,1
8721,6,695,Quiz,67,Poor,Easy,10
8722,7,41,Text,47,Poor,Easy,3
8723,4,88,Quiz,97,Excellent,Intermediate,13
8724,4,620,Text,78,Average,Intermediate,4
8725,14,531,Video,62,Poor,Easy,15
8726,12,185,Video,50,Average,Hard,11
8727,13,283,Quiz,49,Poor,Intermediate,10
8728,4,860,Video,85,Good,Easy,9
8729,11,27,Text,69,Good,Easy,12
8730,8,489,Quiz,71,Average,Easy,4
8731,5,564,Text,25,Excellent,Hard,11
8732,1,568,Video,30,Poor,Intermediate,5
8733,4,537,Text,75,Good,Hard,18
8734,6,53,Video,53,Poor,Hard,7
8735,14,854,Quiz,55,Poor,Easy,3
8736,1,499,Quiz,27,Average,Easy,6
8737,13,232,Video,85,Average,Easy,15
8738,8,231,Video,64,Average,Hard,13
8739,2,356,Video,80,Excellent,Intermediate,3
8740,18,553,Quiz,97,Poor,Hard,17
8741,12,101,Video,30,Good,Easy,19
8742,11,187,Video,91,Excellent,Hard,9
8743,6,235,Video,14,Good,Intermediate,5
8744,11,559,Quiz,76,Good,Hard,1
8745,3,712,Quiz,86,Excellent,Intermediate,19
8746,19,989,Quiz,94,Excellent,Intermediate,6
8747,14,217,Text,57,Good,Hard,5
8748,9,850,Video,78,Average,Hard,1
8749,16,325,Video,28,Average,Intermediate,19
8750,11,850,Quiz,55,Poor,Hard,16
8751,1,523,Text,58,Good,Easy,19
8752,5,34,Video,21,Average,Intermediate,18
8753,2,982,Quiz,38,Average,Hard,4
8754,1,103,Video,41,Average,Hard,7
8755,14,217,Video,28,Excellent,Intermediate,10
8756,19,864,Video,19,Excellent,Easy,17
8757,14,500,Video,34,Poor,Intermediate,7
8758,19,413,Quiz,80,Average,Intermediate,16
8759,1,21,Quiz,22,Excellent,Easy,13
8760,7,811,Video,91,Excellent,Easy,19
8761,1,808,Quiz,95,Excellent,Intermediate,1
8762,3,948,Quiz,95,Excellent,Easy,16
8763,13,965,Text,23,Average,Hard,12
8764,13,882,Text,4,Poor,Intermediate,14
8765,19,846,Video,93,Average,Hard,16
8766,5,306,Video,18,Average,Intermediate,12
8767,15,634,Quiz,40,Average,Intermediate,5
8768,6,869,Video,17,Excellent,Easy,15
8769,16,70,Quiz,83,Excellent,Hard,17
8770,12,137,Quiz,25,Poor,Hard,5
8771,2,770,Video,52,Average,Intermediate,7
8772,2,115,Quiz,59,Average,Easy,5
8773,7,869,Quiz,19,Average,Intermediate,6
8774,5,56,Video,80,Good,Easy,4
8775,12,663,Text,10,Poor,Intermediate,4
8776,2,300,Text,16,Average,Easy,4
8777,10,464,Text,77,Average,Easy,7
8778,8,803,Quiz,35,Average,Hard,9
8779,14,930,Quiz,52,Good,Easy,6
8780,10,687,Text,5,Excellent,Hard,17
8781,7,213,Text,18,Good,Easy,12
8782,19,938,Text,17,Average,Hard,16
8783,15,725,Quiz,29,Excellent,Intermediate,14
8784,2,149,Quiz,34,Good,Hard,6
8785,15,300,Video,42,Poor,Hard,3
8786,10,109,Video,24,Poor,Intermediate,20
8787,12,153,Text,86,Poor,Hard,18
8788,13,995,Video,9,Poor,Intermediate,9
8789,1,605,Quiz,44,Average,Hard,3
8790,19,539,Text,37,Good,Intermediate,9
8791,2,519,Text,98,Excellent,Hard,12
8792,3,197,Video,85,Poor,Intermediate,12
8793,2,957,Text,92,Poor,Intermediate,12
8794,15,929,Quiz,92,Excellent,Easy,13
8795,9,443,Text,0,Excellent,Easy,16
8796,15,780,Quiz,84,Good,Hard,5
8797,8,167,Text,38,Poor,Hard,5
8798,15,658,Video,3,Average,Easy,18
8799,16,770,Text,23,Poor,Intermediate,20
8800,13,896,Text,10,Good,Easy,6
8801,6,935,Video,77,Poor,Intermediate,3
8802,1,406,Text,31,Poor,Intermediate,18
8803,12,369,Quiz,82,Good,Intermediate,4
8804,8,623,Text,40,Excellent,Intermediate,16
8805,13,407,Video,79,Average,Intermediate,2
8806,12,918,Quiz,17,Average,Hard,20
8807,8,726,Video,58,Average,Hard,19
8808,9,472,Quiz,30,Excellent,Hard,17
8809,5,344,Quiz,28,Poor,Easy,5
8810,12,622,Video,45,Poor,Hard,3
8811,11,115,Quiz,30,Poor,Hard,7
8812,18,138,Quiz,30,Good,Easy,9
8813,8,474,Quiz,44,Excellent,Hard,11
8814,18,305,Text,42,Good,Easy,17
8815,11,485,Quiz,32,Excellent,Easy,8
8816,10,916,Video,4,Excellent,Intermediate,17
8817,11,46,Quiz,26,Poor,Intermediate,16
8818,5,7,Text,21,Average,Hard,2
8819,5,348,Text,11,Good,Easy,1
8820,5,803,Video,0,Excellent,Easy,20
8821,7,621,Quiz,43,Poor,Intermediate,14
8822,16,505,Quiz,11,Average,Intermediate,14
8823,3,649,Quiz,36,Excellent,Hard,16
8824,11,177,Quiz,84,Good,Hard,15
8825,11,41,Text,94,Average,Intermediate,2
8826,7,97,Video,9,Average,Easy,14
8827,5,430,Video,88,Average,Easy,4
8828,4,324,Video,62,Average,Easy,18
8829,14,347,Video,97,Poor,Intermediate,5
8830,17,254,Quiz,36,Excellent,Intermediate,8
8831,4,684,Text,8,Average,Intermediate,3
8832,14,655,Video,7,Excellent,Intermediate,14
8833,9,399,Text,34,Excellent,Hard,9
8834,13,842,Quiz,15,Poor,Easy,16
8835,12,732,Text,81,Excellent,Easy,13
8836,19,755,Video,67,Poor,Hard,5
8837,17,729,Quiz,45,Poor,Hard,19
8838,4,457,Text,28,Poor,Easy,14
8839,3,452,Video,68,Average,Intermediate,19
8840,5,611,Text,15,Poor,Intermediate,18
8841,4,680,Quiz,32,Excellent,Intermediate,19
8842,9,529,Quiz,78,Poor,Intermediate,19
8843,1,447,Text,15,Good,Easy,3
8844,18,274,Quiz,67,Poor,Easy,13
8845,13,80,Video,31,Excellent,Hard,13
8846,14,553,Text,96,Excellent,Easy,14
8847,7,972,Video,51,Average,Hard,3
8848,18,779,Text,90,Excellent,Easy,15
8849,19,390,Video,71,Poor,Easy,10
8850,3,898,Text,63,Excellent,Intermediate,7
8851,13,577,Video,85,Excellent,Hard,8
8852,4,875,Text,32,Average,Easy,6
8853,2,438,Quiz,27,Excellent,Easy,3
8854,14,685,Text,39,Poor,Easy,7
8855,10,186,Text,28,Poor,Easy,19
8856,1,281,Video,17,Good,Easy,7
8857,8,193,Video,38,Average,Hard,1
8858,8,832,Quiz,92,Excellent,Hard,18
8859,8,372,Video,69,Good,Hard,3
8860,10,394,Video,65,Excellent,Intermediate,20
8861,10,401,Video,46,Average,Hard,16
8862,6,61,Video,50,Average,Intermediate,11
8863,17,859,Quiz,58,Poor,Hard,2
8864,11,762,Text,15,Poor,Hard,2
8865,11,557,Video,32,Excellent,Easy,6
8866,15,669,Text,52,Excellent,Hard,6
8867,11,596,Video,74,Good,Easy,15
8868,17,539,Quiz,54,Poor,Intermediate,3
8869,9,977,Text,54,Poor,Intermediate,5
8870,15,377,Text,35,Average,Easy,20
8871,19,745,Quiz,39,Average,Intermediate,11
8872,8,809,Text,22,Average,Easy,20
8873,18,526,Text,67,Good,Intermediate,20
8874,10,249,Text,97,Good,Easy,5
8875,4,602,Text,91,Poor,Easy,15
8876,18,171,Text,45,Poor,Hard,4
8877,14,585,Text,14,Average,Intermediate,12
8878,19,480,Quiz,85,Excellent,Intermediate,6
8879,9,246,Text,27,Good,Intermediate,18
8880,9,785,Text,95,Average,Intermediate,4
8881,8,74,Text,35,Poor,Easy,12
8882,11,107,Text,26,Average,Hard,20
8883,18,6,Quiz,51,Excellent,Intermediate,18
8884,5,923,Video,25,Average,Hard,20
8885,12,598,Video,19,Average,Hard,14
8886,7,84,Quiz,8,Average,Hard,20
8887,6,782,Video,23,Excellent,Easy,19
8888,18,547,Quiz,1,Good,Intermediate,4
8889,13,390,Quiz,83,Average,Hard,5
8890,4,919,Text,86,Average,Hard,7
8891,10,95,Quiz,51,Poor,Easy,10
8892,13,2,Quiz,15,Good,Intermediate,14
8893,7,224,Text,75,Poor,Intermediate,8
8894,14,126,Video,50,Good,Intermediate,18
8895,10,892,Text,54,Excellent,Hard,14
8896,1,104,Video,91,Average,Hard,1
8897,17,86,Text,6,Excellent,Easy,9
8898,4,122,Text,68,Average,Easy,2
8899,6,17,Quiz,76,Good,Hard,2
8900,17,985,Video,7,Average,Hard,8
8901,12,262,Video,86,Good,Hard,14
8902,16,983,Text,67,Average,Easy,20
8903,4,811,Quiz,98,Excellent,Intermediate,16
8904,10,149,Video,30,Excellent,Easy,10
8905,10,995,Quiz,84,Poor,Intermediate,8
8906,17,911,Quiz,81,Excellent,Easy,16
8907,4,751,Video,51,Average,Easy,18
8908,9,765,Quiz,31,Poor,Intermediate,9
8909,9,22,Video,79,Poor,Hard,8
8910,2,309,Video,59,Good,Intermediate,15
8911,4,231,Text,14,Excellent,Intermediate,19
8912,10,267,Text,56,Excellent,Hard,19
8913,10,516,Quiz,94,Good,Easy,11
8914,8,433,Quiz,56,Poor,Easy,11
8915,1,953,Video,7,Excellent,Easy,12
8916,13,269,Text,31,Good,Intermediate,2
8917,3,712,Video,71,Average,Easy,15
8918,10,995,Text,8,Good,Intermediate,8
8919,11,302,Text,78,Good,Easy,3
8920,7,301,Text,62,Excellent,Easy,17
8921,13,947,Text,68,Poor,Hard,13
8922,6,862,Text,19,Good,Easy,6
8923,2,566,Text,81,Good,Easy,11
8924,6,65,Quiz,57,Excellent,Intermediate,20
8925,3,343,Video,31,Excellent,Hard,19
8926,9,563,Video,65,Excellent,Intermediate,2
8927,3,121,Video,21,Average,Easy,5
8928,17,450,Video,11,Average,Intermediate,12
8929,5,257,Quiz,11,Good,Easy,18
8930,1,697,Text,33,Average,Intermediate,4
8931,15,770,Video,36,Average,Easy,2
8932,19,970,Quiz,71,Average,Easy,7
8933,3,871,Quiz,6,Poor,Easy,13
8934,9,412,Text,96,Excellent,Hard,16
8935,1,636,Text,50,Poor,Intermediate,14
8936,13,615,Text,79,Excellent,Intermediate,17
8937,15,94,Video,62,Average,Hard,10
8938,3,994,Text,23,Excellent,Hard,7
8939,16,630,Video,51,Good,Easy,15
8940,15,749,Text,94,Excellent,Intermediate,7
8941,4,870,Video,33,Average,Hard,3
8942,8,492,Text,61,Good,Easy,17
8943,3,80,Text,79,Poor,Hard,10
8944,10,690,Video,77,Excellent,Intermediate,18
8945,8,966,Text,36,Good,Hard,8
8946,13,134,Text,17,Average,Intermediate,11
8947,6,722,Text,31,Poor,Easy,18
8948,13,740,Quiz,75,Excellent,Hard,15
8949,1,512,Quiz,46,Average,Hard,15
8950,16,154,Video,63,Average,Easy,14
8951,19,257,Quiz,94,Poor,Easy,5
8952,1,861,Video,28,Good,Hard,5
8953,5,898,Text,64,Poor,Easy,4
8954,17,239,Video,46,Average,Easy,14
8955,5,786,Text,37,Excellent,Easy,19
8956,5,40,Video,25,Average,Easy,6
8957,9,715,Quiz,54,Poor,Easy,2
8958,16,902,Text,93,Good,Hard,5
8959,11,572,Quiz,71,Good,Easy,2
8960,14,277,Quiz,13,Excellent,Easy,15
8961,12,194,Quiz,51,Good,Easy,16
8962,4,728,Quiz,34,Poor,Easy,7
8963,18,17,Video,30,Poor,Easy,15
8964,12,831,Video,1,Good,Intermediate,8
8965,13,140,Video,96,Excellent,Intermediate,13
8966,6,435,Quiz,40,Excellent,Intermediate,20
8967,9,11,Video,46,Excellent,Easy,11
8968,5,986,Text,71,Good,Intermediate,17
8969,5,189,Text,62,Poor,Easy,9
8970,19,69,Quiz,49,Average,Intermediate,3
8971,6,295,Text,93,Average,Easy,7
8972,1,630,Text,19,Good,Easy,10
8973,1,557,Video,91,Good,Intermediate,19
8974,17,590,Text,3,Excellent,Intermediate,18
8975,9,473,Text,73,Excellent,Hard,7
8976,2,863,Text,93,Poor,Intermediate,9
8977,7,411,Text,55,Excellent,Intermediate,10
8978,2,968,Quiz,85,Excellent,Easy,18
8979,16,328,Quiz,87,Good,Intermediate,12
8980,11,782,Video,58,Excellent,Hard,14
8981,19,238,Video,92,Good,Easy,17
8982,17,764,Text,79,Good,Hard,18
8983,3,241,Video,41,Good,Easy,5
8984,10,90,Video,4,Average,Easy,18
8985,6,258,Quiz,55,Good,Intermediate,2
8986,3,478,Video,18,Excellent,Intermediate,1
8987,14,106,Video,66,Poor,Easy,1
8988,18,660,Text,41,Poor,Hard,6
8989,9,79,Video,28,Poor,Intermediate,6
8990,8,610,Quiz,7,Good,Intermediate,11
8991,16,491,Quiz,44,Good,Intermediate,15
8992,3,14,Text,53,Poor,Hard,15
8993,15,193,Text,36,Excellent,Easy,9
8994,15,355,Quiz,84,Excellent,Intermediate,20
8995,18,522,Text,37,Poor,Intermediate,6
8996,19,945,Quiz,22,Excellent,Hard,12
8997,13,943,Text,41,Poor,Hard,16
8998,7,530,Quiz,56,Poor,Hard,3
8999,9,456,Quiz,52,Good,Intermediate,4
9000,18,329,Video,60,Good,Easy,20
9001,14,951,Text,0,Poor,Hard,3
9002,10,210,Quiz,49,Poor,Easy,9
9003,17,82,Quiz,82,Average,Hard,15
9004,11,904,Video,12,Poor,Intermediate,7
9005,3,699,Video,23,Poor,Hard,8
9006,11,985,Video,57,Average,Easy,5
9007,8,310,Quiz,13,Poor,Easy,8
9008,14,539,Quiz,63,Good,Intermediate,11
9009,15,382,Video,4,Excellent,Hard,17
9010,14,485,Text,72,Excellent,Intermediate,10
9011,8,843,Text,74,Excellent,Intermediate,17
9012,3,895,Text,73,Average,Intermediate,10
9013,12,528,Video,10,Good,Easy,8
9014,14,358,Text,9,Excellent,Hard,10
9015,2,659,Quiz,70,Excellent,Easy,13
9016,5,702,Quiz,17,Excellent,Intermediate,5
9017,6,699,Quiz,29,Good,Intermediate,6
9018,3,603,Quiz,50,Average,Hard,4
9019,8,780,Text,24,Poor,Easy,15
9020,6,581,Text,33,Excellent,Intermediate,13
9021,5,651,Video,37,Excellent,Hard,15
9022,16,671,Quiz,70,Excellent,Easy,2
9023,17,655,Text,13,Excellent,Easy,5
9024,4,754,Text,22,Excellent,Hard,4
9025,16,487,Text,39,Good,Easy,11
9026,5,717,Video,66,Good,Hard,10
9027,7,234,Quiz,6,Good,Hard,16
9028,11,576,Text,65,Poor,Intermediate,13
9029,9,455,Video,44,Good,Intermediate,20
9030,5,907,Quiz,39,Good,Easy,5
9031,13,878,Text,27,Excellent,Easy,6
9032,5,170,Text,63,Average,Intermediate,20
9033,14,275,Quiz,35,Average,Intermediate,5
9034,5,64,Text,7,Poor,Intermediate,8
9035,15,497,Quiz,71,Average,Easy,14
9036,14,676,Quiz,97,Excellent,Easy,9
9037,1,383,Quiz,96,Good,Easy,3
9038,15,452,Quiz,70,Poor,Intermediate,15
9039,19,824,Text,5,Poor,Hard,8
9040,9,284,Text,85,Average,Hard,8
9041,11,340,Video,31,Excellent,Hard,19
9042,6,146,Video,52,Poor,Intermediate,4
9043,14,224,Text,96,Poor,Easy,2
9044,15,41,Video,45,Poor,Easy,5
9045,10,274,Video,9,Poor,Easy,18
9046,11,513,Video,54,Poor,Intermediate,14
9047,2,101,Video,73,Average,Hard,16
9048,9,20,Quiz,40,Excellent,Intermediate,16
9049,2,315,Video,22,Poor,Hard,18
9050,4,390,Quiz,89,Average,Intermediate,13
9051,14,140,Quiz,11,Excellent,Intermediate,12
9052,4,601,Video,20,Average,Hard,4
9053,3,280,Video,75,Good,Easy,2
9054,4,190,Video,95,Average,Easy,17
9055,13,465,Text,12,Average,Hard,12
9056,14,948,Video,28,Poor,Intermediate,15
9057,8,923,Text,33,Average,Hard,3
9058,4,801,Text,11,Excellent,Hard,6
9059,1,581,Quiz,18,Average,Easy,5
9060,19,646,Video,13,Poor,Hard,3
9061,14,256,Quiz,12,Average,Hard,14
9062,3,628,Quiz,20,Poor,Easy,14
9063,12,156,Quiz,18,Poor,Easy,20
9064,15,704,Quiz,44,Poor,Hard,13
9065,8,367,Quiz,3,Poor,Intermediate,17
9066,5,51,Text,67,Good,Intermediate,19
9067,11,265,Quiz,0,Average,Hard,19
9068,10,957,Text,44,Average,Hard,14
9069,1,6,Text,34,Excellent,Easy,14
9070,10,408,Video,16,Excellent,Hard,20
9071,5,175,Text,27,Excellent,Hard,17
9072,13,595,Text,74,Poor,Hard,14
9073,14,266,Video,71,Poor,Intermediate,5
9074,14,445,Quiz,11,Good,Intermediate,2
9075,4,85,Text,43,Good,Easy,1
9076,8,326,Video,3,Excellent,Hard,15
9077,7,189,Video,97,Average,Easy,11
9078,1,426,Video,1,Excellent,Intermediate,13
9079,12,978,Text,13,Good,Hard,20
9080,9,922,Video,60,Poor,Hard,2
9081,9,336,Quiz,64,Good,Hard,11
9082,18,259,Quiz,99,Average,Easy,12
9083,15,445,Video,71,Poor,Easy,11
9084,9,150,Quiz,66,Good,Hard,7
9085,5,476,Video,80,Poor,Hard,19
9086,17,250,Text,32,Average,Easy,4
9087,19,510,Quiz,69,Average,Hard,16
9088,11,815,Video,86,Good,Hard,7
9089,8,44,Text,26,Average,Easy,10
9090,2,124,Video,40,Excellent,Intermediate,8
9091,4,131,Video,19,Good,Easy,1
9092,18,237,Quiz,24,Excellent,Easy,20
9093,13,297,Quiz,49,Excellent,Hard,1
9094,12,179,Text,27,Excellent,Intermediate,10
9095,16,294,Text,74,Poor,Hard,2
9096,6,241,Quiz,15,Poor,Intermediate,9
9097,14,452,Video,37,Poor,Hard,4
9098,13,213,Quiz,76,Excellent,Easy,13
9099,14,723,Quiz,72,Good,Hard,13
9100,9,942,Video,74,Excellent,Intermediate,8
9101,4,831,Text,49,Poor,Easy,2
9102,16,363,Quiz,53,Excellent,Hard,4
9103,16,424,Quiz,51,Excellent,Easy,11
9104,13,226,Quiz,0,Good,Easy,9
9105,9,83,Text,39,Average,Easy,17
9106,6,532,Text,10,Poor,Intermediate,4
9107,18,454,Text,28,Average,Easy,2
9108,16,135,Video,10,Average,Intermediate,5
9109,2,459,Video,48,Excellent,Hard,13
9110,4,144,Video,86,Good,Intermediate,14
9111,4,270,Quiz,86,Poor,Easy,5
9112,2,452,Quiz,37,Excellent,Intermediate,18
9113,13,766,Text,7,Excellent,Intermediate,13
9114,6,709,Quiz,17,Good,Hard,17
9115,11,332,Text,37,Excellent,Easy,14
9116,19,294,Quiz,85,Average,Hard,20
9117,14,887,Quiz,56,Good,Hard,12
9118,10,929,Quiz,25,Average,Intermediate,3
9119,2,813,Quiz,55,Poor,Hard,10
9120,16,17,Quiz,26,Average,Hard,3
9121,19,181,Text,29,Excellent,Easy,19
9122,18,988,Quiz,36,Poor,Intermediate,17
9123,10,665,Video,38,Excellent,Intermediate,7
9124,16,329,Video,36,Excellent,Easy,13
9125,8,46,Text,23,Excellent,Intermediate,2
9126,15,500,Text,72,Excellent,Hard,12
9127,19,635,Video,35,Poor,Easy,7
9128,18,710,Video,94,Average,Easy,6
9129,10,888,Text,50,Good,Intermediate,20
9130,16,305,Quiz,24,Good,Hard,14
9131,19,51,Text,40,Excellent,Easy,13
9132,8,47,Quiz,63,Good,Easy,4
9133,9,34,Quiz,69,Poor,Hard,3
9134,1,675,Text,73,Good,Easy,6
9135,5,841,Video,35,Poor,Hard,18
9136,4,698,Video,71,Excellent,Easy,2
9137,8,26,Text,25,Average,Hard,8
9138,14,272,Quiz,91,Average,Intermediate,16
9139,10,310,Video,69,Good,Hard,19
9140,2,692,Video,18,Excellent,Intermediate,7
9141,11,414,Text,1,Good,Hard,2
9142,13,213,Text,34,Poor,Intermediate,13
9143,18,685,Video,45,Average,Hard,18
9144,18,873,Video,74,Good,Easy,5
9145,14,976,Video,10,Good,Hard,12
9146,9,297,Quiz,23,Excellent,Easy,9
9147,1,953,Quiz,89,Poor,Easy,18
9148,6,662,Quiz,23,Excellent,Easy,19
9149,9,990,Quiz,7,Good,Hard,20
9150,16,234,Video,71,Average,Easy,14
9151,15,22,Quiz,16,Average,Hard,2
9152,14,710,Video,28,Good,Hard,19
9153,2,199,Text,4,Poor,Hard,19
9154,10,610,Quiz,76,Average,Intermediate,11
9155,5,952,Video,30,Good,Hard,18
9156,12,302,Quiz,86,Excellent,Hard,3
9157,10,68,Quiz,52,Good,Intermediate,10
9158,18,990,Quiz,44,Average,Intermediate,3
9159,7,345,Text,22,Poor,Hard,12
9160,14,361,Text,88,Good,Hard,17
9161,17,962,Video,92,Excellent,Easy,9
9162,5,892,Quiz,44,Average,Hard,19
9163,15,26,Quiz,59,Poor,Easy,20
9164,15,707,Video,15,Good,Easy,17
9165,16,356,Video,13,Poor,Easy,10
9166,4,299,Quiz,5,Poor,Intermediate,13
9167,5,477,Text,77,Good,Easy,9
9168,9,135,Text,66,Good,Intermediate,1
9169,5,122,Quiz,26,Average,Easy,11
9170,4,597,Video,46,Average,Hard,6
9171,14,645,Video,62,Good,Easy,1
9172,5,443,Quiz,61,Excellent,Easy,12
9173,19,625,Quiz,94,Poor,Intermediate,7
9174,18,748,Video,91,Average,Intermediate,1
9175,19,486,Video,60,Poor,Hard,4
9176,10,579,Video,84,Good,Hard,3
9177,13,923,Text,52,Excellent,Hard,1
9178,9,958,Video,89,Average,Intermediate,19
9179,19,949,Quiz,2,Excellent,Hard,15
9180,16,728,Quiz,83,Good,Easy,13
9181,6,6,Quiz,16,Excellent,Easy,17
9182,15,604,Text,5,Excellent,Hard,7
9183,1,399,Quiz,9,Good,Intermediate,10
9184,4,31,Video,46,Average,Hard,17
9185,6,475,Text,42,Average,Easy,9
9186,19,78,Text,53,Excellent,Hard,12
9187,1,694,Text,88,Poor,Hard,2
9188,6,743,Video,16,Average,Hard,5
9189,3,128,Quiz,87,Excellent,Intermediate,13
9190,16,613,Video,38,Poor,Easy,18
9191,15,514,Video,18,Average,Hard,19
9192,12,813,Text,53,Average,Intermediate,13
9193,11,577,Text,95,Poor,Hard,2
9194,12,664,Text,37,Poor,Hard,9
9195,7,111,Video,7,Average,Intermediate,1
9196,12,227,Text,56,Excellent,Easy,4
9197,17,99,Quiz,50,Poor,Intermediate,2
9198,19,892,Quiz,50,Average,Intermediate,16
9199,11,619,Text,9,Good,Hard,12
9200,4,618,Quiz,33,Poor,Hard,18
9201,11,788,Quiz,14,Good,Intermediate,10
9202,15,141,Text,13,Excellent,Hard,1
9203,4,201,Text,74,Poor,Easy,4
9204,4,622,Quiz,24,Good,Hard,14
9205,15,953,Text,36,Average,Hard,9
9206,2,783,Video,35,Excellent,Easy,5
9207,3,543,Quiz,76,Poor,Hard,7
9208,6,143,Video,16,Excellent,Easy,13
9209,5,710,Text,22,Excellent,Intermediate,16
9210,1,428,Quiz,69,Average,Intermediate,6
9211,3,317,Text,74,Poor,Intermediate,1
9212,6,815,Quiz,44,Poor,Intermediate,5
9213,6,910,Quiz,44,Poor,Intermediate,19
9214,5,887,Text,91,Good,Hard,13
9215,14,925,Video,14,Excellent,Hard,17
9216,19,603,Quiz,75,Poor,Hard,7
9217,11,915,Text,62,Poor,Easy,4
9218,11,702,Video,24,Good,Hard,12
9219,11,898,Text,71,Average,Easy,19
9220,9,76,Video,36,Average,Intermediate,17
9221,8,849,Quiz,59,Good,Easy,11
9222,3,510,Quiz,18,Average,Intermediate,10
9223,10,141,Text,55,Poor,Hard,13
9224,13,473,Video,85,Good,Hard,13
9225,18,205,Text,70,Excellent,Easy,7
9226,7,668,Text,29,Good,Easy,12
9227,1,320,Video,3,Excellent,Hard,4
9228,9,461,Text,87,Good,Easy,18
9229,11,656,Video,63,Excellent,Easy,16
9230,3,93,Video,90,Excellent,Intermediate,15
9231,9,228,Text,92,Excellent,Hard,4
9232,16,236,Video,48,Average,Easy,12
9233,2,454,Quiz,60,Excellent,Hard,10
9234,11,22,Quiz,38,Poor,Hard,12
9235,12,354,Text,55,Poor,Intermediate,20
9236,7,101,Quiz,1,Excellent,Easy,17
9237,9,787,Quiz,85,Poor,Easy,9
9238,19,483,Text,78,Average,Intermediate,16
9239,12,269,Video,9,Average,Intermediate,4
9240,11,301,Text,46,Good,Hard,20
9241,14,602,Text,65,Average,Intermediate,17
9242,15,352,Video,1,Good,Intermediate,3
9243,7,889,Text,59,Good,Intermediate,6
9244,12,426,Text,50,Average,Easy,9
9245,14,273,Quiz,96,Good,Hard,11
9246,10,856,Text,4,Average,Easy,11
9247,18,442,Text,42,Good,Hard,2
9248,12,795,Video,98,Excellent,Easy,8
9249,16,373,Text,44,Average,Easy,9
9250,8,733,Video,4,Excellent,Hard,14
9251,17,564,Text,7,Excellent,Intermediate,14
9252,8,694,Quiz,22,Poor,Easy,16
9253,2,751,Video,44,Good,Intermediate,2
9254,14,904,Text,98,Poor,Intermediate,16
9255,4,946,Text,95,Excellent,Hard,19
9256,11,723,Text,44,Average,Hard,2
