learner_id,previous_performance,learning_style,learning_goal,engagement_time,completion_rate,preferred_pacing,content_interaction,prev_course,course_id,module_id,content_type,assessment_score,feedback_rating,content_difficulty,recommended_courses
7922,16,visual,Complete course,156,0.96,Moderate,40,9,1,893,Quiz,58,Excellent,Easy,15
7923,2,visual,Gain certification,137,0.25,Moderate,20,15,2,572,Video,3,Good,Easy,9
7924,82,kinesthetic,Master topic,182,0.72,Slow,42,18,2,571,Text,5,Good,Hard,8
7925,75,visual,Master topic,284,0.74,Slow,49,2,1,290,Text,47,Average,Hard,5
7926,99,kinesthetic,Complete course,225,0.99,Slow,35,13,9,679,Video,49,Poor,Intermediate,16
7927,56,kinesthetic,Master topic,128,0.98,Moderate,49,2,11,110,Quiz,54,Average,Hard,1
7928,11,auditory,Gain certification,182,0.34,Moderate,25,12,3,680,Video,56,Average,Easy,3
7929,47,kinesthetic,Complete course,93,0.89,Fast,40,11,11,643,Quiz,17,Good,Easy,8
7930,46,auditory,Complete course,56,0.63,Fast,17,19,14,101,Quiz,90,Poor,Easy,4
7931,80,kinesthetic,Complete course,246,0.53,Fast,44,9,2,780,Text,68,Poor,Hard,13
7932,83,auditory,Gain certification,35,0.58,Moderate,31,5,8,274,Quiz,88,Good,Intermediate,1
7933,25,kinesthetic,Complete course,126,0.8,Moderate,19,3,6,557,Video,80,Good,Hard,6
7934,12,kinesthetic,Master topic,39,0.8,Slow,14,11,13,168,Quiz,10,Good,Intermediate,12
7935,95,auditory,Master topic,78,0.47,Moderate,20,12,19,488,Quiz,55,Poor,Hard,12
7936,19,auditory,Gain certification,187,0.43,Moderate,39,6,11,960,Text,52,Average,Hard,7
7937,88,visual,Master topic,100,0.8,Moderate,11,14,11,978,Text,91,Good,Easy,9
7938,17,auditory,Gain certification,210,0.27,Slow,31,14,14,458,Video,24,Poor,Easy,8
7939,62,visual,Master topic,111,0.37,Slow,48,19,11,159,Quiz,64,Average,Intermediate,2
7940,88,visual,Complete course,252,0.36,Moderate,33,17,3,584,Video,74,Good,Easy,5
7941,66,visual,Complete course,75,0.59,Fast,13,15,3,910,Quiz,11,Excellent,Easy,1
7942,51,kinesthetic,Complete course,97,0.7,Fast,7,19,7,97,Quiz,58,Good,Hard,1
7943,36,kinesthetic,Master topic,50,0.73,Slow,30,14,11,925,Text,89,Good,Intermediate,4
7944,84,kinesthetic,Gain certification,120,0.91,Slow,10,4,17,673,Text,31,Excellent,Easy,19
7945,88,auditory,Master topic,154,0.24,Moderate,20,3,16,955,Quiz,11,Good,Intermediate,4
7946,45,visual,Gain certification,241,0.46,Slow,28,10,17,248,Video,38,Good,Hard,5
7947,20,kinesthetic,Gain certification,110,0.73,Moderate,12,7,3,666,Text,79,Good,Hard,11
7948,9,kinesthetic,Master topic,95,0.56,Moderate,37,1,17,661,Quiz,23,Excellent,Easy,1
7949,40,auditory,Gain certification,109,0.46,Slow,28,17,9,906,Video,26,Good,Easy,19
7950,32,auditory,Gain certification,154,0.59,Fast,38,1,9,560,Video,72,Average,Easy,5
7951,72,auditory,Master topic,198,0.41,Moderate,34,3,12,635,Text,50,Average,Intermediate,14
7952,78,kinesthetic,Gain certification,85,1.0,Slow,11,14,10,198,Quiz,15,Good,Easy,15
7953,36,kinesthetic,Gain certification,112,0.97,Slow,43,5,8,600,Video,33,Good,Hard,9
7954,9,auditory,Master topic,111,0.53,Slow,25,2,13,913,Video,45,Excellent,Easy,9
7955,10,kinesthetic,Complete course,162,0.62,Moderate,20,15,17,64,Text,23,Excellent,Hard,9
7956,36,kinesthetic,Complete course,235,0.55,Moderate,47,14,10,995,Video,1,Average,Hard,16
7957,12,auditory,Complete course,47,0.44,Fast,37,8,3,252,Quiz,55,Excellent,Intermediate,8
7958,73,kinesthetic,Complete course,34,0.25,Moderate,4,6,15,239,Text,97,Excellent,Intermediate,4
7959,76,kinesthetic,Gain certification,132,0.91,Moderate,43,1,9,649,Video,41,Average,Intermediate,17
7960,32,kinesthetic,Complete course,125,0.31,Slow,29,1,17,851,Quiz,37,Average,Hard,9
7961,59,kinesthetic,Master topic,186,0.56,Fast,27,18,2,571,Quiz,97,Good,Hard,3
7962,66,kinesthetic,Gain certification,47,0.98,Fast,32,15,14,354,Quiz,70,Good,Hard,14
7963,41,visual,Master topic,168,0.2,Fast,18,11,6,894,Text,42,Good,Hard,7
7964,31,kinesthetic,Complete course,195,0.33,Moderate,36,17,19,568,Video,20,Average,Hard,6
7965,4,auditory,Master topic,106,0.86,Fast,36,8,16,339,Quiz,13,Average,Easy,6
7966,61,visual,Complete course,163,0.83,Fast,24,7,6,509,Video,62,Average,Easy,11
7967,28,kinesthetic,Gain certification,234,0.29,Fast,47,5,18,710,Quiz,37,Good,Easy,2
7968,50,kinesthetic,Gain certification,149,0.64,Slow,43,3,7,485,Video,28,Average,Intermediate,4
7969,11,kinesthetic,Complete course,258,0.25,Slow,48,19,13,66,Text,29,Poor,Easy,8
7970,27,visual,Master topic,39,0.38,Moderate,3,16,17,738,Text,77,Good,Easy,5
7971,22,auditory,Gain certification,123,0.32,Slow,2,15,4,563,Video,82,Good,Easy,4
7972,82,kinesthetic,Master topic,108,0.49,Slow,13,2,11,75,Text,6,Average,Easy,1
7973,41,kinesthetic,Gain certification,56,0.66,Slow,2,3,15,110,Quiz,87,Poor,Intermediate,7
7974,47,kinesthetic,Gain certification,109,0.49,Moderate,44,10,4,693,Video,53,Average,Easy,7
7975,81,auditory,Master topic,297,0.6,Moderate,30,1,14,562,Text,78,Average,Hard,8
7976,24,auditory,Master topic,169,0.47,Slow,12,3,15,388,Video,68,Average,Easy,15
7977,26,kinesthetic,Complete course,180,0.52,Moderate,23,4,16,982,Text,89,Poor,Hard,3
7978,9,auditory,Master topic,210,0.62,Moderate,48,3,7,195,Quiz,78,Poor,Hard,2
7979,88,kinesthetic,Complete course,59,0.54,Slow,48,12,13,956,Quiz,20,Good,Easy,19
7980,8,kinesthetic,Complete course,213,0.79,Slow,25,12,7,830,Quiz,43,Poor,Hard,15
7981,18,visual,Complete course,134,0.52,Fast,9,8,18,346,Text,20,Good,Hard,11
7982,41,auditory,Complete course,287,0.77,Fast,44,15,6,459,Quiz,26,Excellent,Hard,19
7983,44,auditory,Master topic,240,0.65,Slow,22,10,1,819,Video,46,Excellent,Hard,19
7984,79,auditory,Master topic,227,0.74,Fast,8,19,1,961,Video,31,Poor,Intermediate,3
7985,33,kinesthetic,Master topic,112,0.21,Fast,5,19,3,85,Video,73,Poor,Hard,18
7986,8,auditory,Complete course,295,0.27,Moderate,23,12,14,310,Quiz,44,Good,Easy,12
7987,65,kinesthetic,Master topic,236,0.81,Slow,4,16,16,742,Quiz,53,Excellent,Intermediate,15
7988,23,auditory,Master topic,181,0.97,Fast,32,8,17,673,Video,14,Good,Easy,18
7989,94,kinesthetic,Master topic,119,0.88,Slow,25,6,9,584,Text,92,Good,Easy,2
7990,3,visual,Complete course,95,0.67,Slow,16,19,11,764,Quiz,84,Poor,Easy,10
7991,80,kinesthetic,Gain certification,148,0.36,Moderate,12,8,8,51,Text,96,Poor,Intermediate,1
7992,14,auditory,Gain certification,141,0.53,Moderate,49,6,14,447,Quiz,59,Average,Hard,15
7993,32,kinesthetic,Gain certification,66,0.39,Fast,30,19,9,534,Text,81,Excellent,Easy,16
7994,37,kinesthetic,Complete course,265,0.71,Moderate,42,6,9,800,Quiz,72,Good,Hard,15
7995,3,visual,Complete course,235,0.26,Fast,26,11,7,22,Video,61,Average,Hard,9
7996,50,visual,Complete course,148,0.85,Moderate,16,16,7,686,Quiz,3,Poor,Hard,9
7997,95,visual,Master topic,111,0.85,Moderate,18,8,7,909,Quiz,40,Good,Intermediate,3
7998,4,visual,Gain certification,154,0.77,Moderate,5,8,11,850,Video,64,Poor,Easy,2
7999,62,kinesthetic,Complete course,261,0.86,Slow,9,5,19,992,Quiz,62,Good,Intermediate,17
8000,79,visual,Gain certification,173,0.57,Moderate,8,6,9,441,Video,22,Good,Intermediate,2
8001,91,auditory,Gain certification,225,0.51,Fast,24,15,13,730,Quiz,68,Poor,Hard,8
8002,92,kinesthetic,Gain certification,288,0.92,Moderate,13,6,19,521,Video,0,Good,Hard,18
8003,92,kinesthetic,Master topic,259,0.21,Moderate,34,20,17,381,Quiz,87,Good,Intermediate,12
8004,5,kinesthetic,Complete course,192,0.41,Slow,2,5,19,394,Text,71,Good,Hard,3
8005,26,auditory,Gain certification,276,0.99,Fast,2,19,17,163,Text,84,Poor,Hard,9
8006,54,visual,Gain certification,122,0.63,Fast,30,17,7,922,Video,74,Poor,Easy,16
8007,10,visual,Complete course,153,0.67,Moderate,8,14,8,708,Text,70,Good,Intermediate,6
8008,99,kinesthetic,Complete course,258,0.41,Slow,16,14,14,577,Quiz,13,Average,Hard,17
8009,78,auditory,Master topic,243,0.76,Moderate,44,7,8,78,Text,32,Good,Easy,1
8010,52,kinesthetic,Complete course,90,0.97,Fast,47,8,19,519,Video,47,Excellent,Intermediate,16
8011,19,auditory,Complete course,172,0.4,Fast,11,14,6,989,Video,8,Average,Intermediate,12
8012,91,kinesthetic,Master topic,145,0.82,Moderate,37,19,16,8,Quiz,27,Excellent,Intermediate,8
8013,35,auditory,Gain certification,194,0.89,Slow,5,3,12,315,Text,15,Excellent,Hard,4
8014,59,visual,Master topic,165,0.75,Fast,39,20,6,399,Quiz,76,Average,Intermediate,10
8015,62,kinesthetic,Master topic,214,0.3,Moderate,28,16,5,821,Text,5,Excellent,Easy,2
8016,33,auditory,Complete course,60,0.68,Slow,28,19,12,965,Video,63,Poor,Intermediate,8
8017,54,auditory,Complete course,67,0.48,Slow,35,8,7,732,Text,81,Poor,Intermediate,2
8018,43,auditory,Complete course,166,0.4,Moderate,41,13,15,347,Quiz,58,Good,Hard,14
8019,28,kinesthetic,Master topic,132,0.49,Fast,31,4,15,787,Quiz,19,Average,Hard,16
8020,45,kinesthetic,Complete course,156,0.34,Fast,40,12,4,917,Video,12,Excellent,Intermediate,11
8021,92,auditory,Gain certification,60,0.93,Slow,6,4,2,892,Video,79,Average,Hard,20
8022,60,kinesthetic,Complete course,248,0.28,Fast,6,1,12,452,Video,85,Good,Hard,4
8023,35,visual,Complete course,154,0.78,Slow,33,8,2,201,Text,27,Excellent,Hard,8
8024,11,kinesthetic,Gain certification,241,0.45,Fast,10,13,18,859,Text,43,Excellent,Hard,1
8025,1,auditory,Complete course,219,0.76,Moderate,11,2,8,774,Quiz,34,Excellent,Easy,14
8026,18,auditory,Gain certification,225,0.45,Moderate,20,20,1,228,Quiz,29,Excellent,Easy,16
8027,63,visual,Gain certification,234,0.88,Moderate,43,6,19,899,Text,55,Average,Intermediate,9
8028,38,visual,Gain certification,86,0.83,Moderate,15,6,13,697,Video,94,Poor,Easy,19
8029,82,visual,Complete course,181,0.36,Fast,41,15,12,141,Video,53,Good,Intermediate,20
8030,40,visual,Master topic,239,0.59,Fast,39,5,14,517,Quiz,63,Excellent,Hard,6
8031,34,visual,Master topic,33,0.84,Moderate,11,3,11,829,Quiz,82,Poor,Hard,3
8032,81,kinesthetic,Gain certification,236,0.63,Fast,33,6,17,831,Quiz,39,Good,Intermediate,2
8033,10,kinesthetic,Gain certification,106,0.47,Moderate,6,2,3,527,Text,56,Excellent,Intermediate,3
8034,81,kinesthetic,Master topic,177,0.82,Fast,41,16,13,671,Video,93,Good,Intermediate,7
8035,55,kinesthetic,Complete course,207,0.77,Moderate,36,17,10,17,Video,12,Excellent,Hard,1
8036,68,kinesthetic,Complete course,156,0.82,Slow,9,8,12,511,Text,71,Poor,Intermediate,19
8037,69,kinesthetic,Complete course,87,0.77,Moderate,25,3,3,847,Quiz,56,Good,Intermediate,8
8038,52,kinesthetic,Complete course,43,0.32,Slow,12,12,5,509,Text,50,Average,Easy,1
8039,73,visual,Complete course,59,0.72,Moderate,30,19,7,227,Video,71,Poor,Easy,3
8040,36,kinesthetic,Master topic,202,0.38,Fast,17,4,2,923,Video,86,Good,Intermediate,10
8041,91,kinesthetic,Master topic,236,0.82,Fast,37,16,4,647,Quiz,52,Good,Easy,14
8042,74,auditory,Gain certification,157,0.3,Moderate,32,18,9,220,Video,26,Average,Intermediate,8
8043,87,visual,Gain certification,221,0.47,Moderate,15,6,17,211,Video,94,Good,Intermediate,17
8044,78,auditory,Complete course,157,0.33,Fast,24,17,2,885,Quiz,96,Average,Hard,4
8045,28,visual,Master topic,78,0.88,Moderate,26,6,3,742,Text,51,Good,Easy,8
8046,91,visual,Master topic,187,0.99,Fast,4,16,8,256,Quiz,91,Average,Hard,6
8047,95,kinesthetic,Complete course,120,0.68,Moderate,9,6,11,930,Video,81,Excellent,Intermediate,20
8048,58,visual,Complete course,299,0.39,Slow,29,3,9,684,Text,68,Excellent,Hard,19
8049,94,kinesthetic,Gain certification,170,0.83,Fast,4,14,8,6,Text,50,Average,Intermediate,19
8050,67,visual,Complete course,195,0.73,Moderate,20,16,14,71,Text,37,Average,Intermediate,13
8051,3,visual,Master topic,175,0.57,Fast,38,14,14,294,Video,25,Excellent,Intermediate,2
8052,14,auditory,Master topic,37,0.57,Fast,31,15,6,571,Quiz,35,Excellent,Hard,1
8053,21,kinesthetic,Complete course,263,0.86,Fast,36,5,15,801,Video,52,Excellent,Easy,8
8054,14,visual,Gain certification,242,0.66,Moderate,33,12,7,480,Text,75,Average,Easy,11
8055,18,auditory,Complete course,287,0.22,Moderate,4,10,3,640,Quiz,63,Good,Easy,17
8056,90,kinesthetic,Gain certification,87,0.7,Slow,48,7,10,381,Quiz,32,Good,Hard,5
8057,12,auditory,Complete course,97,0.97,Moderate,1,4,8,664,Quiz,63,Excellent,Hard,18
8058,76,kinesthetic,Complete course,195,0.61,Slow,27,12,8,120,Video,34,Poor,Easy,9
8059,57,kinesthetic,Gain certification,262,0.53,Fast,43,11,11,530,Quiz,15,Average,Easy,19
8060,68,auditory,Master topic,172,0.4,Slow,14,20,17,982,Text,45,Good,Hard,9
8061,74,kinesthetic,Master topic,125,0.77,Moderate,45,4,10,841,Video,23,Average,Hard,11
8062,68,visual,Gain certification,184,0.66,Fast,31,11,13,457,Text,95,Good,Intermediate,5
8063,95,kinesthetic,Gain certification,55,0.32,Slow,1,4,11,552,Video,51,Excellent,Intermediate,4
8064,6,auditory,Complete course,62,0.29,Moderate,26,15,3,636,Video,56,Average,Intermediate,15
8065,88,auditory,Master topic,124,0.53,Moderate,48,20,1,701,Video,92,Poor,Easy,16
8066,64,kinesthetic,Complete course,253,0.9,Fast,43,14,1,457,Video,25,Poor,Hard,15
8067,72,auditory,Complete course,208,0.62,Slow,31,15,8,975,Quiz,21,Good,Hard,19
8068,89,auditory,Master topic,66,0.42,Moderate,14,15,7,802,Text,64,Excellent,Easy,8
8069,76,kinesthetic,Complete course,60,0.37,Slow,3,2,17,266,Quiz,78,Poor,Intermediate,19
8070,14,auditory,Master topic,152,0.99,Fast,8,8,18,920,Video,67,Poor,Easy,12
8071,67,visual,Gain certification,121,0.62,Slow,47,18,6,306,Video,27,Excellent,Easy,14
8072,18,auditory,Gain certification,140,0.27,Fast,28,20,17,133,Text,33,Excellent,Easy,8
8073,6,visual,Gain certification,169,0.99,Fast,25,16,2,892,Text,33,Poor,Hard,18
8074,94,kinesthetic,Complete course,202,0.27,Slow,2,15,2,90,Quiz,31,Excellent,Hard,3
8075,91,kinesthetic,Master topic,217,0.95,Moderate,3,19,8,374,Quiz,7,Average,Easy,8
8076,67,auditory,Master topic,104,0.38,Slow,13,5,4,73,Video,65,Poor,Intermediate,3
8077,32,auditory,Complete course,98,0.47,Slow,18,6,1,43,Quiz,54,Average,Intermediate,20
8078,43,auditory,Complete course,210,0.27,Fast,48,13,2,329,Text,11,Excellent,Hard,11
8079,6,auditory,Master topic,55,0.75,Slow,30,13,19,128,Text,50,Excellent,Easy,19
8080,70,auditory,Complete course,163,0.56,Slow,25,9,14,846,Quiz,86,Poor,Hard,19
8081,96,auditory,Gain certification,100,0.45,Moderate,26,16,9,15,Quiz,7,Good,Hard,19
8082,83,kinesthetic,Gain certification,86,0.34,Moderate,13,13,17,52,Video,39,Poor,Intermediate,20
8083,76,auditory,Gain certification,230,0.88,Fast,41,20,8,718,Text,54,Excellent,Easy,7
8084,9,visual,Gain certification,186,0.6,Moderate,16,3,2,585,Quiz,82,Poor,Easy,2
8085,2,visual,Complete course,157,0.41,Slow,15,11,14,708,Video,19,Good,Easy,17
8086,42,auditory,Complete course,131,0.51,Fast,46,9,15,262,Quiz,15,Good,Hard,11
8087,26,visual,Gain certification,286,0.71,Moderate,2,2,6,199,Video,71,Average,Intermediate,2
8088,8,kinesthetic,Complete course,111,0.99,Fast,34,16,2,610,Text,93,Excellent,Easy,15
8089,55,auditory,Complete course,238,0.5,Slow,43,20,11,644,Text,50,Good,Intermediate,2
8090,10,kinesthetic,Master topic,141,0.71,Fast,11,3,10,936,Quiz,12,Good,Hard,2
8091,61,visual,Gain certification,255,0.88,Moderate,9,20,1,664,Video,84,Average,Hard,13
8092,37,auditory,Gain certification,146,0.79,Moderate,18,3,6,110,Video,86,Excellent,Easy,5
8093,81,visual,Gain certification,150,0.91,Fast,30,3,7,362,Video,81,Good,Hard,15
8094,40,visual,Complete course,182,0.4,Fast,32,14,16,925,Quiz,69,Poor,Easy,11
8095,11,kinesthetic,Master topic,268,0.8,Moderate,2,10,16,256,Quiz,29,Excellent,Easy,10
8096,68,auditory,Master topic,239,0.44,Fast,15,9,19,215,Quiz,4,Excellent,Hard,17
8097,95,kinesthetic,Gain certification,73,0.93,Slow,22,9,11,534,Text,87,Poor,Easy,13
8098,22,visual,Complete course,246,0.53,Slow,14,14,11,428,Quiz,46,Poor,Hard,2
8099,92,kinesthetic,Gain certification,41,0.39,Slow,46,7,12,611,Video,25,Poor,Intermediate,4
8100,1,auditory,Gain certification,226,0.73,Moderate,38,6,15,617,Quiz,6,Good,Intermediate,10
8101,22,kinesthetic,Complete course,267,0.86,Fast,7,6,9,371,Video,83,Poor,Hard,5
8102,46,kinesthetic,Complete course,285,0.79,Slow,40,17,8,114,Quiz,47,Poor,Easy,10
8103,6,kinesthetic,Complete course,94,0.39,Slow,34,10,18,330,Quiz,64,Excellent,Hard,8
8104,79,kinesthetic,Complete course,189,0.4,Moderate,3,9,4,360,Quiz,30,Average,Easy,11
8105,32,visual,Gain certification,110,0.41,Moderate,18,18,10,40,Quiz,85,Average,Hard,14
8106,11,kinesthetic,Master topic,224,0.85,Fast,41,17,1,559,Video,8,Excellent,Hard,9
8107,20,auditory,Gain certification,244,0.53,Slow,39,9,9,507,Video,17,Good,Intermediate,10
8108,57,visual,Gain certification,118,0.46,Moderate,26,16,8,462,Video,20,Average,Intermediate,9
8109,89,auditory,Complete course,54,0.35,Fast,47,12,9,51,Quiz,60,Excellent,Hard,18
8110,91,kinesthetic,Master topic,139,0.22,Slow,7,7,17,411,Text,61,Average,Hard,14
8111,71,auditory,Complete course,117,0.59,Fast,45,16,2,144,Quiz,20,Average,Intermediate,19
8112,5,visual,Complete course,190,0.49,Fast,36,4,3,48,Quiz,33,Poor,Easy,16
8113,27,auditory,Gain certification,67,0.76,Fast,47,12,8,950,Text,8,Excellent,Hard,3
8114,29,kinesthetic,Complete course,180,0.2,Slow,28,18,3,232,Video,1,Excellent,Intermediate,12
8115,68,kinesthetic,Complete course,236,0.9,Slow,39,18,8,681,Video,19,Average,Hard,16
8116,71,auditory,Complete course,66,0.78,Fast,12,1,5,240,Text,23,Excellent,Easy,19
8117,26,kinesthetic,Master topic,80,0.62,Fast,49,4,16,437,Text,7,Poor,Easy,16
8118,11,kinesthetic,Master topic,266,0.88,Slow,32,8,5,1,Text,22,Good,Hard,4
8119,33,kinesthetic,Master topic,152,0.8,Fast,34,11,14,652,Quiz,27,Good,Easy,8
8120,32,auditory,Complete course,108,0.29,Fast,5,8,19,709,Video,69,Good,Intermediate,10
8121,80,auditory,Complete course,253,0.46,Slow,13,10,14,906,Video,50,Excellent,Easy,15
8122,8,auditory,Complete course,260,0.98,Fast,22,9,9,554,Quiz,22,Average,Hard,8
8123,74,kinesthetic,Complete course,121,0.66,Fast,13,7,9,756,Quiz,97,Poor,Easy,4
8124,69,visual,Master topic,45,0.34,Fast,39,15,11,409,Video,97,Good,Intermediate,14
8125,3,kinesthetic,Complete course,53,0.21,Slow,5,8,17,791,Text,95,Poor,Easy,2
8126,62,kinesthetic,Complete course,167,0.73,Slow,45,17,2,778,Quiz,76,Good,Intermediate,11
8127,0,auditory,Complete course,247,0.46,Fast,21,4,4,850,Text,72,Poor,Easy,10
8128,28,kinesthetic,Master topic,39,0.8,Slow,3,2,9,118,Quiz,44,Poor,Easy,5
8129,4,kinesthetic,Gain certification,98,0.27,Slow,44,17,5,744,Video,40,Good,Easy,5
8130,46,visual,Master topic,91,0.27,Moderate,49,19,17,622,Video,41,Excellent,Easy,7
8131,28,auditory,Master topic,132,0.99,Fast,49,16,17,223,Text,82,Excellent,Easy,1
8132,59,auditory,Complete course,211,0.89,Moderate,40,13,10,503,Video,85,Excellent,Hard,14
8133,98,kinesthetic,Master topic,219,0.32,Fast,37,9,5,692,Quiz,71,Good,Intermediate,16
8134,63,auditory,Complete course,166,0.33,Fast,18,3,18,344,Video,23,Average,Easy,18
8135,85,visual,Master topic,96,0.41,Slow,37,3,15,40,Video,26,Excellent,Easy,18
8136,49,visual,Complete course,93,0.87,Moderate,19,6,3,186,Video,94,Average,Intermediate,15
8137,11,visual,Complete course,136,0.62,Slow,48,17,19,243,Video,2,Excellent,Intermediate,10
8138,23,kinesthetic,Complete course,39,0.69,Moderate,3,12,2,487,Video,99,Excellent,Hard,20
8139,47,auditory,Master topic,143,0.23,Slow,35,18,18,890,Text,13,Poor,Hard,5
8140,65,visual,Master topic,283,0.34,Fast,21,16,9,553,Video,93,Poor,Intermediate,7
8141,53,kinesthetic,Gain certification,154,0.35,Slow,30,18,7,407,Quiz,24,Good,Hard,14
8142,30,visual,Gain certification,32,0.8,Fast,40,10,12,638,Quiz,44,Poor,Easy,18
8143,57,auditory,Gain certification,149,0.4,Moderate,34,19,9,50,Quiz,21,Average,Easy,17
8144,25,auditory,Gain certification,264,0.94,Slow,20,17,1,567,Video,74,Poor,Easy,19
8145,81,auditory,Gain certification,62,0.62,Moderate,22,3,19,594,Text,81,Poor,Intermediate,15
8146,28,kinesthetic,Complete course,53,0.44,Moderate,7,4,15,30,Text,48,Excellent,Easy,14
8147,21,visual,Gain certification,228,0.38,Moderate,7,14,7,454,Quiz,54,Excellent,Easy,3
8148,44,kinesthetic,Master topic,119,0.27,Moderate,24,14,2,571,Video,77,Excellent,Hard,16
8149,55,visual,Complete course,100,0.71,Moderate,41,9,16,861,Quiz,62,Excellent,Easy,8
8150,79,visual,Complete course,250,0.64,Slow,3,1,3,107,Video,65,Good,Intermediate,8
8151,55,auditory,Complete course,126,0.68,Fast,3,14,13,406,Video,87,Average,Hard,18
8152,23,kinesthetic,Gain certification,243,0.46,Slow,4,12,18,199,Text,21,Poor,Hard,18
8153,92,visual,Master topic,289,0.8,Slow,38,9,16,713,Text,14,Average,Intermediate,4
8154,76,visual,Complete course,124,0.5,Slow,2,4,16,901,Quiz,23,Good,Easy,7
8155,65,auditory,Gain certification,252,0.99,Fast,33,5,5,206,Quiz,84,Good,Intermediate,5
8156,30,visual,Gain certification,249,0.79,Slow,27,2,14,139,Video,24,Good,Hard,14
8157,64,kinesthetic,Master topic,286,0.34,Fast,15,10,19,360,Video,92,Average,Hard,9
8158,42,kinesthetic,Gain certification,77,0.81,Slow,48,15,16,462,Text,1,Average,Intermediate,2
8159,32,auditory,Gain certification,174,0.64,Fast,9,10,17,533,Quiz,20,Good,Easy,7
8160,92,kinesthetic,Complete course,294,0.49,Moderate,31,14,15,909,Video,79,Average,Intermediate,6
8161,77,kinesthetic,Complete course,176,0.86,Slow,26,5,6,76,Quiz,59,Average,Intermediate,1
8162,12,visual,Gain certification,197,0.95,Slow,34,17,14,66,Text,24,Good,Intermediate,9
8163,73,visual,Master topic,220,0.92,Slow,2,11,1,986,Text,58,Good,Easy,8
8164,88,kinesthetic,Master topic,199,0.42,Slow,25,14,17,966,Quiz,79,Good,Intermediate,16
8165,66,kinesthetic,Gain certification,247,0.99,Fast,35,7,8,832,Video,83,Poor,Intermediate,3
8166,3,visual,Complete course,260,0.23,Moderate,15,5,10,441,Quiz,64,Average,Easy,1
8167,35,visual,Master topic,228,0.63,Moderate,34,8,14,399,Video,12,Average,Easy,6
8168,59,auditory,Complete course,52,0.94,Fast,46,16,12,371,Video,44,Excellent,Easy,6
8169,26,visual,Master topic,73,0.53,Moderate,20,13,14,395,Text,29,Good,Easy,7
8170,7,visual,Gain certification,280,0.76,Moderate,19,2,18,797,Text,9,Good,Intermediate,20
8171,17,auditory,Master topic,265,0.84,Moderate,6,16,2,123,Quiz,35,Average,Intermediate,6
8172,77,auditory,Gain certification,283,0.55,Fast,8,11,6,214,Quiz,30,Poor,Easy,15
8173,67,auditory,Gain certification,126,0.97,Moderate,38,17,18,861,Quiz,80,Average,Easy,14
8174,5,kinesthetic,Master topic,256,0.58,Slow,20,14,6,477,Quiz,95,Poor,Easy,2
8175,25,kinesthetic,Master topic,52,0.31,Fast,11,6,13,745,Quiz,49,Poor,Easy,4
8176,89,auditory,Master topic,143,0.93,Slow,11,13,10,218,Quiz,67,Excellent,Hard,1
8177,96,kinesthetic,Gain certification,120,0.27,Fast,30,1,9,255,Text,55,Average,Easy,8
8178,39,kinesthetic,Master topic,113,0.47,Slow,9,2,17,988,Quiz,7,Average,Intermediate,3
8179,37,visual,Complete course,262,0.55,Fast,38,3,7,203,Video,48,Good,Intermediate,2
8180,80,kinesthetic,Gain certification,31,0.63,Slow,46,4,6,98,Text,51,Average,Hard,18
8181,76,visual,Gain certification,43,0.52,Fast,13,3,12,328,Text,34,Average,Hard,7
8182,27,auditory,Complete course,57,0.44,Slow,22,19,7,114,Video,92,Excellent,Hard,8
8183,55,kinesthetic,Complete course,234,0.57,Fast,6,7,13,695,Video,22,Poor,Easy,5
8184,7,auditory,Master topic,69,0.31,Slow,46,12,5,45,Video,94,Average,Hard,11
8185,47,auditory,Gain certification,208,0.44,Moderate,14,3,11,861,Quiz,73,Good,Easy,17
8186,18,auditory,Complete course,251,0.77,Fast,47,2,5,832,Video,66,Good,Easy,4
8187,25,auditory,Complete course,107,0.51,Slow,11,6,13,143,Quiz,9,Excellent,Hard,18
8188,29,auditory,Master topic,89,0.32,Fast,12,17,10,445,Video,17,Poor,Easy,20
8189,48,kinesthetic,Master topic,140,0.7,Slow,30,14,6,325,Text,10,Poor,Hard,14
8190,1,visual,Master topic,147,0.71,Fast,37,3,5,439,Text,94,Poor,Easy,5
8191,57,kinesthetic,Master topic,89,0.63,Slow,23,1,17,971,Quiz,35,Average,Intermediate,11
8192,28,visual,Gain certification,178,0.78,Fast,37,13,2,40,Quiz,15,Poor,Easy,8
8193,98,kinesthetic,Gain certification,178,0.83,Moderate,4,1,6,748,Quiz,14,Average,Easy,7
8194,55,auditory,Gain certification,115,0.42,Slow,18,20,11,56,Text,0,Poor,Easy,4
8195,69,kinesthetic,Gain certification,179,0.24,Slow,48,1,10,319,Text,11,Average,Intermediate,3
8196,52,auditory,Gain certification,286,0.47,Slow,14,20,15,810,Text,33,Good,Intermediate,16
8197,3,auditory,Complete course,210,0.61,Slow,9,6,4,161,Quiz,72,Good,Hard,20
8198,64,visual,Gain certification,143,0.69,Slow,32,17,1,626,Text,28,Poor,Intermediate,13
8199,39,kinesthetic,Complete course,262,0.91,Fast,42,12,5,183,Video,81,Good,Hard,1
8200,49,visual,Gain certification,79,0.95,Moderate,30,1,15,211,Text,10,Excellent,Easy,5
8201,90,visual,Gain certification,218,0.39,Fast,4,14,6,808,Video,51,Good,Easy,13
