learner_id,previous_performance,learning_style,learning_goal,engagement_time,completion_rate,preferred_pacing,content_interaction,prev_course
8522,39,visual,Gain certification,109,0.8,Fast,12,11
8523,69,auditory,Master topic,78,0.99,Slow,43,16
8524,87,auditory,Master topic,210,0.22,Fast,47,6
8525,54,auditory,Master topic,299,0.38,Slow,42,11
8526,1,kinesthetic,Complete course,213,1.0,Fast,44,17
8527,29,auditory,Complete course,35,0.8,Slow,38,3
8528,2,kinesthetic,Gain certification,118,0.78,Slow,47,12
8529,38,auditory,Master topic,208,0.3,Moderate,49,19
8530,67,visual,Master topic,102,0.56,Slow,44,20
8531,96,auditory,Complete course,190,0.86,Moderate,44,14
8532,28,kinesthetic,Complete course,188,0.73,Slow,41,8
8533,43,kinesthetic,Master topic,175,0.42,Fast,8,6
8534,31,auditory,Master topic,101,0.63,Slow,16,4
8535,82,kinesthetic,Complete course,50,0.3,Moderate,30,3
8536,28,auditory,Gain certification,153,0.66,Fast,6,20
8537,2,visual,Gain certification,186,0.93,Fast,34,14
8538,71,kinesthetic,Master topic,248,0.4,Moderate,49,5
8539,90,visual,Complete course,274,0.78,Fast,17,14
8540,72,visual,Complete course,104,0.65,Fast,8,19
8541,11,auditory,Gain certification,110,0.82,Moderate,30,13
8542,63,visual,Master topic,185,0.27,Slow,34,9
8543,62,auditory,Master topic,79,0.37,Slow,11,13
8544,21,auditory,Gain certification,117,0.41,Moderate,23,19
8545,54,visual,Master topic,57,0.7,Slow,28,6
8546,40,auditory,Master topic,103,0.75,Moderate,22,6
8547,27,auditory,Master topic,101,0.83,Slow,7,4
8548,84,auditory,Complete course,213,0.32,Fast,21,20
8549,85,auditory,Master topic,224,0.38,Slow,39,7
8550,83,auditory,Gain certification,79,0.63,Slow,3,8
8551,50,kinesthetic,Gain certification,173,0.72,Slow,24,6
8552,68,visual,Master topic,179,0.39,Fast,2,4
8553,44,visual,Gain certification,181,0.84,Slow,18,9
8554,97,visual,Gain certification,65,0.89,Moderate,21,15
8555,95,auditory,Master topic,295,0.38,Moderate,33,9
8556,49,kinesthetic,Complete course,115,0.96,Slow,7,11
8557,58,visual,Gain certification,257,0.4,Slow,16,16
8558,12,kinesthetic,Master topic,37,0.25,Slow,44,8
8559,8,visual,Master topic,100,0.23,Moderate,40,2
8560,26,visual,Master topic,174,0.49,Moderate,20,17
8561,27,auditory,Complete course,296,0.78,Slow,34,18
8562,85,auditory,Gain certification,148,0.78,Fast,20,16
8563,94,kinesthetic,Complete course,254,0.32,Slow,25,6
8564,72,kinesthetic,Master topic,56,0.3,Slow,30,16
8565,28,visual,Complete course,196,0.42,Slow,19,4
8566,57,kinesthetic,Complete course,290,0.66,Fast,8,4
8567,15,kinesthetic,Gain certification,267,0.34,Moderate,9,19
8568,49,visual,Gain certification,282,0.86,Fast,29,13
8569,32,visual,Master topic,221,0.75,Fast,39,6
8570,10,auditory,Master topic,295,0.75,Moderate,3,1
8571,51,visual,Gain certification,235,0.46,Slow,15,20
8572,74,auditory,Complete course,64,0.29,Moderate,16,12
8573,12,kinesthetic,Gain certification,138,0.73,Moderate,35,16
8574,0,visual,Master topic,260,0.52,Fast,49,14
8575,34,visual,Gain certification,234,0.21,Fast,42,10
8576,43,visual,Complete course,297,0.99,Slow,1,14
8577,86,visual,Gain certification,107,0.33,Fast,4,3
8578,72,kinesthetic,Master topic,103,0.55,Slow,7,2
8579,26,auditory,Complete course,147,0.74,Slow,43,4
8580,30,kinesthetic,Master topic,183,0.56,Slow,20,20
8581,54,auditory,Master topic,152,0.75,Fast,30,16
8582,38,visual,Master topic,31,0.79,Fast,11,6
8583,38,auditory,Gain certification,284,0.67,Fast,48,18
8584,2,visual,Complete course,112,0.99,Moderate,19,6
8585,34,auditory,Complete course,106,0.72,Slow,26,9
8586,24,auditory,Gain certification,182,0.94,Slow,27,3
8587,88,visual,Master topic,297,0.3,Moderate,14,16
8588,44,visual,Master topic,101,0.27,Fast,27,12
8589,64,kinesthetic,Gain certification,56,0.27,Slow,21,14
8590,76,auditory,Gain certification,230,0.51,Slow,5,3
8591,43,kinesthetic,Complete course,93,0.78,Fast,18,20
8592,20,auditory,Gain certification,111,0.99,Moderate,45,18
8593,34,auditory,Gain certification,156,0.78,Slow,46,10
8594,74,visual,Gain certification,189,0.31,Moderate,39,9
8595,99,auditory,Gain certification,172,0.92,Fast,30,7
8596,23,visual,Master topic,191,0.27,Fast,36,12
8597,68,kinesthetic,Gain certification,244,0.72,Moderate,23,1
8598,50,kinesthetic,Master topic,205,0.32,Moderate,5,6
8599,52,auditory,Gain certification,298,0.38,Moderate,37,8
8600,83,auditory,Master topic,188,0.62,Slow,22,7
8601,51,auditory,Master topic,239,0.49,Moderate,18,17
8602,98,visual,Complete course,267,0.41,Slow,29,3
8603,24,kinesthetic,Master topic,135,0.36,Slow,14,12
8604,54,visual,Gain certification,84,0.81,Fast,15,17
8605,74,kinesthetic,Gain certification,201,0.37,Moderate,26,2
8606,77,auditory,Gain certification,98,0.61,Slow,19,19
8607,50,auditory,Gain certification,209,0.21,Fast,3,13
8608,10,visual,Master topic,86,0.21,Moderate,4,20
8609,64,kinesthetic,Complete course,256,0.55,Moderate,43,16
8610,7,visual,Complete course,39,0.98,Fast,44,17
8611,97,auditory,Master topic,58,0.34,Slow,24,1
8612,89,visual,Gain certification,225,0.93,Slow,13,1
8613,48,kinesthetic,Complete course,175,0.33,Slow,49,10
8614,1,visual,Master topic,138,0.38,Slow,16,1
8615,35,kinesthetic,Gain certification,236,0.54,Fast,46,4
8616,26,kinesthetic,Complete course,118,0.98,Fast,45,1
8617,78,visual,Complete course,54,0.71,Slow,33,8
8618,22,visual,Master topic,101,0.88,Fast,17,16
8619,26,auditory,Gain certification,166,0.66,Moderate,27,5
8620,7,visual,Gain certification,47,0.86,Fast,46,17
8621,70,visual,Master topic,260,0.66,Slow,8,5
8622,26,kinesthetic,Gain certification,166,0.58,Moderate,19,15
8623,39,kinesthetic,Gain certification,75,0.25,Fast,45,1
8624,86,kinesthetic,Gain certification,172,0.81,Moderate,22,1
8625,89,kinesthetic,Gain certification,112,0.74,Moderate,32,7
8626,37,kinesthetic,Master topic,56,0.62,Moderate,17,15
8627,32,visual,Gain certification,169,0.32,Moderate,8,15
8628,58,visual,Complete course,40,0.89,Slow,44,11
8629,2,visual,Gain certification,107,0.9,Moderate,13,6
8630,87,auditory,Gain certification,61,0.3,Slow,20,14
8631,42,auditory,Gain certification,114,0.34,Fast,21,4
8632,69,visual,Complete course,242,0.28,Moderate,16,17
8633,26,visual,Gain certification,54,0.57,Fast,37,19
8634,32,auditory,Master topic,129,0.74,Moderate,45,19
8635,73,visual,Master topic,238,0.49,Slow,25,18
8636,49,auditory,Gain certification,280,0.95,Fast,48,6
8637,9,auditory,Master topic,212,0.87,Slow,24,2
8638,15,kinesthetic,Complete course,163,0.52,Fast,15,1
8639,75,visual,Gain certification,108,0.42,Fast,49,3
8640,61,kinesthetic,Complete course,142,0.86,Slow,9,11
8641,51,kinesthetic,Complete course,143,0.62,Slow,15,2
8642,86,kinesthetic,Complete course,225,0.85,Fast,33,12
8643,51,visual,Master topic,173,0.57,Moderate,46,3
8644,58,visual,Complete course,62,0.25,Slow,20,11
8645,72,visual,Complete course,209,0.22,Fast,30,16
8646,1,kinesthetic,Master topic,153,0.54,Slow,19,9
8647,14,visual,Master topic,244,0.82,Slow,32,9
8648,55,visual,Gain certification,84,0.8,Fast,4,4
8649,14,kinesthetic,Gain certification,206,0.97,Fast,38,14
8650,28,kinesthetic,Complete course,198,0.31,Moderate,49,13
8651,59,visual,Gain certification,35,0.34,Fast,40,15
8652,7,auditory,Gain certification,256,0.75,Fast,45,4
8653,1,visual,Complete course,128,0.93,Fast,12,14
8654,50,visual,Gain certification,263,0.52,Moderate,19,14
8655,8,visual,Master topic,244,0.21,Moderate,39,2
8656,50,kinesthetic,Master topic,97,0.84,Moderate,24,1
8657,58,visual,Complete course,198,0.51,Moderate,23,14
8658,71,kinesthetic,Complete course,279,0.95,Fast,4,4
8659,68,auditory,Gain certification,33,0.46,Fast,32,18
8660,0,auditory,Master topic,101,1.0,Moderate,27,18
8661,76,auditory,Complete course,277,0.25,Slow,34,4
8662,61,auditory,Gain certification,248,0.21,Moderate,5,17
8663,13,auditory,Gain certification,46,0.24,Slow,40,6
8664,12,kinesthetic,Gain certification,125,0.95,Slow,26,12
8665,17,auditory,Master topic,89,0.69,Moderate,32,20
8666,83,visual,Master topic,74,0.28,Moderate,31,12
8667,83,kinesthetic,Complete course,289,0.69,Moderate,30,9
8668,34,auditory,Gain certification,81,0.34,Slow,29,1
8669,45,auditory,Complete course,109,0.29,Slow,37,18
8670,47,auditory,Master topic,157,0.51,Slow,37,17
8671,83,visual,Master topic,178,0.41,Moderate,44,2
8672,36,kinesthetic,Complete course,46,0.77,Fast,49,12
8673,73,kinesthetic,Master topic,298,0.36,Slow,24,3
8674,17,kinesthetic,Master topic,274,0.33,Fast,15,9
8675,50,kinesthetic,Master topic,291,0.82,Fast,26,17
8676,12,kinesthetic,Complete course,247,0.26,Fast,22,1
8677,11,kinesthetic,Master topic,269,0.72,Moderate,3,2
8678,53,auditory,Complete course,194,0.62,Moderate,14,10
8679,85,visual,Master topic,228,0.31,Slow,15,9
8680,6,kinesthetic,Complete course,49,0.66,Fast,33,2
8681,81,kinesthetic,Master topic,202,0.69,Moderate,40,20
8682,27,kinesthetic,Master topic,121,0.6,Fast,49,1
8683,88,visual,Master topic,55,0.89,Fast,27,7
8684,87,auditory,Complete course,78,0.3,Moderate,38,17
8685,50,kinesthetic,Complete course,76,0.86,Moderate,1,5
8686,33,kinesthetic,Gain certification,197,0.29,Moderate,2,10
8687,52,auditory,Master topic,141,0.7,Slow,28,20
8688,86,kinesthetic,Complete course,43,0.21,Moderate,34,14
8689,67,kinesthetic,Complete course,173,0.63,Moderate,43,15
8690,27,visual,Master topic,188,0.21,Moderate,28,2
8691,89,kinesthetic,Complete course,193,0.9,Fast,30,2
8692,61,auditory,Gain certification,175,0.52,Moderate,7,18
8693,18,kinesthetic,Master topic,213,0.67,Fast,43,19
8694,84,auditory,Complete course,189,0.97,Slow,9,7
8695,59,kinesthetic,Complete course,283,0.74,Fast,28,13
8696,8,kinesthetic,Master topic,135,0.29,Slow,6,20
8697,3,kinesthetic,Gain certification,246,0.31,Fast,31,7
8698,71,auditory,Master topic,231,0.78,Slow,33,4
8699,78,kinesthetic,Master topic,286,0.54,Moderate,38,3
8700,6,auditory,Gain certification,285,0.49,Moderate,18,9
8701,91,auditory,Complete course,193,0.4,Fast,15,11
8702,4,auditory,Complete course,276,0.39,Slow,36,3
8703,49,visual,Complete course,57,0.27,Fast,42,1
8704,36,kinesthetic,Gain certification,162,0.7,Moderate,39,11
8705,36,visual,Complete course,266,0.49,Slow,21,19
8706,76,auditory,Complete course,278,0.98,Slow,3,5
8707,50,auditory,Gain certification,137,0.33,Moderate,3,17
8708,51,visual,Complete course,140,0.39,Slow,18,3
8709,9,auditory,Master topic,84,0.8,Slow,31,15
8710,77,visual,Gain certification,291,0.96,Fast,33,20
8711,83,visual,Gain certification,211,0.79,Fast,24,4
8712,25,auditory,Complete course,290,0.41,Fast,5,2
8713,2,visual,Master topic,69,0.24,Slow,49,12
8714,18,auditory,Gain certification,133,0.63,Moderate,41,3
8715,9,kinesthetic,Complete course,85,0.2,Slow,25,18
8716,17,auditory,Master topic,209,0.9,Moderate,14,12
8717,58,visual,Complete course,126,0.38,Slow,34,1
8718,76,auditory,Master topic,175,0.98,Slow,39,5
8719,64,auditory,Complete course,67,0.36,Slow,43,20
8720,71,visual,Master topic,170,0.33,Moderate,22,4
8721,9,kinesthetic,Master topic,158,0.37,Slow,5,11
8722,8,auditory,Gain certification,161,0.51,Fast,30,18
8723,34,visual,Master topic,72,0.24,Fast,31,16
8724,55,auditory,Complete course,224,0.43,Fast,41,9
8725,40,kinesthetic,Master topic,97,0.99,Moderate,25,10
8726,53,auditory,Master topic,291,0.39,Slow,5,16
8727,49,visual,Complete course,177,0.2,Moderate,23,12
8728,7,visual,Gain certification,247,0.31,Slow,38,7
8729,92,kinesthetic,Master topic,99,0.29,Slow,15,12
8730,97,kinesthetic,Master topic,283,0.74,Slow,23,20
8731,29,kinesthetic,Master topic,226,0.87,Slow,11,11
8732,91,auditory,Master topic,93,0.91,Moderate,40,16
8733,27,auditory,Master topic,117,0.98,Moderate,17,5
8734,33,visual,Master topic,235,0.98,Fast,15,14
8735,32,visual,Master topic,205,0.73,Fast,34,11
8736,97,auditory,Complete course,159,0.22,Fast,41,11
8737,71,kinesthetic,Gain certification,266,0.63,Slow,21,9
8738,51,auditory,Gain certification,93,0.82,Slow,36,3
8739,6,visual,Complete course,252,0.26,Slow,35,5
8740,46,visual,Master topic,228,0.59,Fast,7,20
8741,83,auditory,Master topic,190,0.65,Moderate,23,3
8742,15,auditory,Complete course,125,0.5,Slow,21,8
8743,46,visual,Gain certification,230,0.82,Fast,25,17
8744,90,visual,Complete course,293,0.33,Fast,30,20
8745,43,auditory,Master topic,263,0.4,Moderate,38,1
8746,44,visual,Complete course,211,0.76,Slow,23,2
8747,62,kinesthetic,Complete course,292,0.85,Fast,5,18
8748,52,visual,Master topic,190,0.8,Moderate,7,13
8749,50,auditory,Gain certification,235,0.72,Slow,7,2
8750,14,visual,Gain certification,284,0.74,Slow,24,7
8751,22,kinesthetic,Master topic,136,0.52,Fast,33,19
8752,32,auditory,Master topic,34,0.42,Fast,27,1
8753,94,kinesthetic,Master topic,283,0.6,Slow,22,4
8754,54,auditory,Complete course,50,0.46,Moderate,35,12
8755,14,auditory,Gain certification,122,0.81,Fast,24,19
8756,4,kinesthetic,Gain certification,166,0.94,Moderate,29,2
8757,37,visual,Master topic,156,0.5,Moderate,6,9
8758,45,visual,Gain certification,204,0.99,Slow,34,5
8759,82,kinesthetic,Complete course,126,0.58,Moderate,40,2
8760,49,kinesthetic,Complete course,224,0.59,Slow,45,5
8761,45,auditory,Complete course,36,0.41,Slow,47,4
8762,16,auditory,Gain certification,174,1.0,Slow,44,14
8763,40,visual,Complete course,203,0.61,Fast,30,8
8764,33,auditory,Master topic,184,0.87,Slow,41,7
8765,10,kinesthetic,Master topic,66,0.55,Fast,46,19
8766,19,kinesthetic,Complete course,114,0.54,Fast,13,14
8767,16,visual,Gain certification,194,0.56,Fast,23,9
8768,81,kinesthetic,Master topic,69,0.21,Moderate,33,16
8769,43,auditory,Gain certification,219,0.42,Fast,35,2
8770,89,auditory,Complete course,118,0.25,Moderate,9,19
8771,3,kinesthetic,Gain certification,230,0.41,Moderate,11,11
8772,15,kinesthetic,Complete course,66,0.49,Slow,24,13
8773,73,visual,Master topic,205,0.43,Fast,35,3
8774,99,kinesthetic,Gain certification,203,0.53,Fast,31,14
8775,66,visual,Master topic,43,0.68,Fast,4,12
8776,61,kinesthetic,Gain certification,160,0.38,Fast,34,5
8777,73,auditory,Complete course,122,0.82,Slow,33,10
8778,74,auditory,Master topic,172,0.81,Moderate,45,18
8779,67,auditory,Gain certification,187,0.21,Moderate,36,20
8780,87,kinesthetic,Master topic,193,0.65,Moderate,7,7
8781,92,kinesthetic,Complete course,107,0.26,Moderate,13,15
8782,74,visual,Master topic,257,0.56,Moderate,7,16
8783,19,visual,Gain certification,275,0.3,Moderate,10,9
8784,88,visual,Complete course,143,0.73,Slow,49,5
8785,5,auditory,Complete course,297,0.93,Fast,29,12
8786,6,auditory,Master topic,183,0.49,Moderate,39,14
8787,55,visual,Complete course,172,0.37,Slow,23,3
8788,87,auditory,Complete course,290,0.23,Fast,13,9
8789,12,kinesthetic,Gain certification,216,0.88,Moderate,29,9
8790,36,kinesthetic,Master topic,176,0.93,Fast,3,17
8791,75,auditory,Complete course,176,0.77,Fast,48,10
8792,17,kinesthetic,Master topic,165,0.54,Slow,43,17
8793,74,auditory,Complete course,151,0.36,Fast,27,9
8794,50,kinesthetic,Gain certification,65,0.47,Slow,25,4
8795,23,kinesthetic,Complete course,68,0.41,Fast,36,5
8796,93,visual,Gain certification,259,0.43,Fast,38,4
8797,60,visual,Complete course,244,0.94,Fast,1,19
8798,43,visual,Gain certification,257,0.28,Moderate,30,7
8799,27,kinesthetic,Gain certification,150,0.95,Moderate,21,20
8800,50,kinesthetic,Gain certification,137,0.36,Fast,35,19
8801,1,visual,Gain certification,89,0.28,Fast,21,10
8802,56,visual,Complete course,234,0.91,Slow,6,6
8803,48,visual,Complete course,184,0.31,Fast,48,10
8804,88,kinesthetic,Complete course,171,0.64,Moderate,45,4
8805,10,kinesthetic,Master topic,171,0.71,Moderate,38,3
8806,4,visual,Master topic,102,0.27,Moderate,49,10
8807,1,auditory,Gain certification,289,0.68,Slow,30,5
8808,77,auditory,Complete course,39,0.3,Moderate,32,13
8809,12,kinesthetic,Master topic,33,0.71,Moderate,10,20
8810,99,visual,Gain certification,218,0.67,Moderate,1,2
8811,87,visual,Complete course,153,0.68,Slow,10,2
8812,14,kinesthetic,Gain certification,268,0.46,Moderate,9,12
8813,33,auditory,Master topic,195,0.6,Fast,12,3
8814,3,visual,Master topic,215,0.89,Moderate,3,4
8815,70,auditory,Master topic,258,0.77,Moderate,13,1
8816,9,kinesthetic,Master topic,61,0.91,Fast,14,14
8817,26,auditory,Master topic,257,0.89,Moderate,37,13
8818,32,kinesthetic,Master topic,131,0.82,Fast,25,3
8819,86,visual,Master topic,236,0.35,Fast,24,3
8820,2,visual,Master topic,40,0.26,Fast,25,10
8821,54,kinesthetic,Master topic,121,0.59,Moderate,30,19
8822,72,auditory,Gain certification,227,0.85,Moderate,30,10
8823,72,visual,Master topic,125,0.97,Moderate,8,4
8824,34,kinesthetic,Complete course,180,0.94,Fast,47,6
8825,98,kinesthetic,Complete course,253,0.57,Fast,39,3
8826,50,visual,Gain certification,279,0.42,Fast,26,13
8827,11,visual,Complete course,214,0.97,Fast,21,2
8828,27,auditory,Gain certification,127,0.25,Slow,14,4
8829,49,visual,Gain certification,256,0.74,Moderate,29,19
8830,66,visual,Complete course,288,0.63,Fast,16,15
8831,64,auditory,Complete course,219,0.81,Slow,45,2
8832,23,visual,Gain certification,248,0.89,Slow,34,8
8833,76,visual,Gain certification,175,0.72,Fast,34,4
8834,47,visual,Complete course,270,0.28,Moderate,34,3
8835,86,visual,Complete course,289,0.8,Slow,22,4
8836,4,kinesthetic,Complete course,162,0.97,Moderate,25,17
8837,48,auditory,Gain certification,118,0.84,Fast,38,15
8838,5,auditory,Complete course,214,0.93,Moderate,46,7
8839,3,auditory,Complete course,233,0.45,Slow,8,8
8840,92,kinesthetic,Gain certification,233,0.9,Slow,37,18
8841,55,kinesthetic,Gain certification,133,0.35,Slow,16,11
8842,55,visual,Master topic,207,0.9,Slow,15,20
8843,51,kinesthetic,Gain certification,213,0.37,Fast,6,12
8844,79,kinesthetic,Master topic,255,0.97,Slow,38,7
8845,1,visual,Gain certification,289,0.28,Slow,16,7
8846,27,auditory,Master topic,214,0.9,Slow,13,11
8847,28,kinesthetic,Complete course,233,0.37,Slow,34,7
8848,59,auditory,Master topic,188,0.26,Slow,40,16
8849,98,kinesthetic,Gain certification,299,0.63,Fast,27,20
8850,97,visual,Gain certification,188,0.55,Fast,2,16
8851,16,auditory,Master topic,225,0.54,Moderate,42,20
8852,38,visual,Complete course,138,0.21,Moderate,35,11
8853,0,visual,Complete course,236,0.72,Moderate,48,11
8854,35,kinesthetic,Master topic,257,0.87,Moderate,39,11
8855,40,kinesthetic,Complete course,126,0.72,Moderate,10,19
8856,54,visual,Master topic,135,0.61,Fast,10,5
8857,73,auditory,Complete course,294,0.57,Slow,12,7
8858,33,auditory,Master topic,113,0.39,Slow,19,20
8859,38,kinesthetic,Master topic,196,0.26,Slow,28,11
8860,26,kinesthetic,Complete course,274,0.58,Slow,22,4
8861,91,kinesthetic,Gain certification,67,0.23,Slow,23,7
8862,98,auditory,Gain certification,155,0.46,Fast,5,6
8863,74,visual,Complete course,99,0.27,Moderate,37,2
8864,21,kinesthetic,Complete course,54,0.26,Fast,48,6
8865,71,kinesthetic,Master topic,274,0.79,Fast,32,15
8866,20,kinesthetic,Master topic,58,0.46,Slow,39,1
8867,66,auditory,Complete course,173,0.8,Moderate,46,16
8868,81,visual,Complete course,30,0.64,Fast,40,5
8869,3,auditory,Complete course,143,0.84,Slow,42,20
8870,29,auditory,Complete course,139,0.46,Slow,12,10
8871,21,kinesthetic,Master topic,111,0.82,Moderate,13,1
8872,71,kinesthetic,Complete course,292,0.6,Fast,39,8
8873,16,auditory,Complete course,205,0.71,Moderate,47,3
8874,14,kinesthetic,Master topic,269,0.56,Slow,35,9
8875,8,kinesthetic,Complete course,250,0.55,Slow,1,6
8876,77,kinesthetic,Master topic,110,0.22,Slow,42,1
8877,25,auditory,Master topic,257,0.27,Moderate,29,15
8878,61,visual,Master topic,83,0.54,Moderate,36,10
8879,11,kinesthetic,Gain certification,160,0.42,Fast,27,14
8880,41,auditory,Complete course,281,0.55,Fast,38,2
8881,5,kinesthetic,Complete course,111,0.5,Fast,9,15
8882,68,kinesthetic,Master topic,182,0.64,Fast,44,6
8883,71,kinesthetic,Gain certification,151,0.82,Slow,29,12
8884,63,kinesthetic,Master topic,179,0.67,Fast,23,7
8885,37,visual,Complete course,138,0.86,Moderate,20,7
8886,13,visual,Master topic,45,0.24,Fast,4,11
8887,69,kinesthetic,Gain certification,89,0.22,Fast,20,4
8888,98,kinesthetic,Gain certification,116,0.7,Fast,4,11
8889,8,auditory,Master topic,116,0.58,Slow,41,6
8890,27,auditory,Complete course,34,0.28,Slow,34,3
8891,85,auditory,Gain certification,47,0.97,Slow,46,15
8892,21,kinesthetic,Complete course,213,0.95,Fast,18,12
8893,16,auditory,Complete course,207,0.63,Fast,37,2
8894,95,visual,Master topic,207,0.37,Moderate,4,2
8895,98,visual,Complete course,223,0.7,Slow,40,14
8896,11,visual,Gain certification,212,0.79,Fast,13,19
8897,2,visual,Gain certification,75,0.25,Slow,30,14
8898,87,kinesthetic,Master topic,59,0.25,Fast,29,15
8899,55,auditory,Complete course,205,0.7,Fast,24,2
8900,35,kinesthetic,Complete course,34,0.33,Moderate,47,14
8901,12,visual,Master topic,141,0.2,Moderate,29,8
8902,75,auditory,Gain certification,256,0.39,Fast,32,19
8903,50,visual,Complete course,75,0.29,Fast,8,20
8904,5,visual,Gain certification,183,0.48,Slow,7,3
8905,24,visual,Complete course,224,0.96,Slow,38,18
8906,6,visual,Gain certification,217,0.42,Slow,36,7
8907,36,kinesthetic,Gain certification,211,0.96,Slow,13,5
8908,14,kinesthetic,Complete course,166,0.21,Slow,18,16
8909,62,visual,Master topic,94,0.98,Moderate,29,9
8910,57,visual,Gain certification,104,0.78,Slow,45,10
8911,43,visual,Master topic,280,0.76,Slow,28,6
8912,9,visual,Gain certification,30,0.82,Fast,38,11
8913,77,kinesthetic,Gain certification,169,0.82,Fast,22,3
8914,50,auditory,Master topic,255,0.72,Moderate,49,20
8915,96,visual,Gain certification,238,0.53,Fast,46,17
8916,77,visual,Gain certification,174,0.48,Fast,30,15
8917,76,kinesthetic,Gain certification,122,0.86,Slow,32,18
8918,53,kinesthetic,Complete course,270,0.69,Fast,49,12
8919,85,visual,Complete course,142,0.43,Moderate,8,4
8920,37,auditory,Gain certification,210,0.69,Slow,38,20
8921,68,kinesthetic,Complete course,39,0.63,Slow,17,13
8922,93,auditory,Complete course,188,0.71,Slow,2,4
8923,54,kinesthetic,Gain certification,69,0.3,Moderate,34,1
8924,92,visual,Complete course,109,0.32,Fast,42,6
8925,97,kinesthetic,Complete course,247,0.7,Moderate,31,18
8926,56,visual,Complete course,96,0.94,Moderate,46,20
8927,35,visual,Master topic,148,0.48,Moderate,18,9
8928,20,auditory,Master topic,236,0.43,Slow,34,9
8929,83,visual,Master topic,67,0.62,Fast,17,10
8930,73,auditory,Gain certification,273,0.62,Moderate,4,15
8931,40,kinesthetic,Master topic,39,0.51,Moderate,28,3
8932,87,visual,Gain certification,129,0.62,Slow,12,11
8933,43,auditory,Gain certification,293,0.55,Fast,28,20
8934,36,visual,Master topic,148,0.61,Moderate,33,20
8935,49,kinesthetic,Complete course,245,0.36,Slow,13,10
8936,46,visual,Master topic,200,0.66,Moderate,31,4
8937,78,visual,Gain certification,52,0.38,Fast,14,2
8938,29,kinesthetic,Master topic,96,0.85,Slow,6,10
8939,29,visual,Gain certification,297,0.28,Slow,7,12
8940,34,auditory,Master topic,247,0.46,Fast,9,8
8941,18,visual,Gain certification,243,0.62,Fast,4,4
8942,58,visual,Complete course,86,0.28,Slow,8,13
8943,38,auditory,Gain certification,102,0.77,Moderate,46,1
8944,0,kinesthetic,Complete course,227,0.27,Fast,44,19
8945,26,visual,Master topic,137,0.52,Fast,38,3
8946,7,kinesthetic,Gain certification,103,0.89,Slow,6,6
8947,10,auditory,Gain certification,155,0.67,Fast,17,6
8948,88,visual,Complete course,68,0.57,Moderate,12,20
8949,81,kinesthetic,Complete course,162,0.38,Slow,5,8
8950,69,auditory,Gain certification,128,0.67,Slow,13,5
8951,61,auditory,Master topic,286,0.32,Slow,44,12
8952,73,auditory,Master topic,166,0.8,Slow,1,18
8953,45,visual,Complete course,160,0.76,Slow,32,10
8954,20,auditory,Gain certification,35,0.69,Slow,27,7
8955,95,visual,Complete course,210,0.82,Slow,14,20
8956,56,auditory,Complete course,145,0.85,Slow,19,19
8957,93,auditory,Gain certification,175,0.84,Moderate,12,19
8958,46,visual,Gain certification,282,0.26,Fast,23,8
8959,16,kinesthetic,Complete course,290,0.25,Moderate,29,16
8960,74,visual,Gain certification,274,0.22,Slow,12,17
8961,64,auditory,Complete course,137,0.65,Fast,31,7
8962,26,kinesthetic,Master topic,224,0.68,Slow,43,3
8963,10,kinesthetic,Complete course,80,0.34,Slow,31,15
8964,86,auditory,Gain certification,227,0.72,Slow,37,3
8965,15,visual,Master topic,187,0.36,Fast,20,6
8966,35,auditory,Complete course,79,0.46,Moderate,44,3
8967,54,kinesthetic,Gain certification,176,0.76,Slow,27,18
8968,96,visual,Gain certification,284,0.63,Slow,37,15
8969,11,visual,Gain certification,238,0.63,Slow,21,18
8970,46,visual,Gain certification,294,0.79,Fast,13,11
8971,40,kinesthetic,Gain certification,161,0.99,Slow,38,10
8972,2,kinesthetic,Master topic,72,0.23,Fast,29,5
8973,92,kinesthetic,Complete course,147,0.26,Slow,36,9
8974,56,auditory,Gain certification,267,0.71,Slow,37,4
8975,33,visual,Complete course,93,0.3,Fast,28,1
8976,28,kinesthetic,Gain certification,299,0.74,Moderate,34,10
8977,73,auditory,Master topic,294,0.23,Fast,43,15
8978,50,auditory,Master topic,43,0.48,Moderate,8,5
8979,14,kinesthetic,Gain certification,131,0.83,Moderate,4,10
8980,72,auditory,Gain certification,232,0.97,Fast,9,20
8981,16,kinesthetic,Master topic,84,0.37,Fast,33,12
8982,67,visual,Gain certification,260,0.22,Moderate,10,7
8983,49,auditory,Master topic,252,0.52,Fast,21,11
8984,14,visual,Gain certification,244,0.86,Fast,30,14
8985,90,auditory,Master topic,92,0.44,Slow,46,20
8986,25,auditory,Complete course,288,0.82,Moderate,45,20
8987,53,kinesthetic,Complete course,95,0.96,Fast,27,11
8988,94,visual,Complete course,174,0.54,Slow,33,6
8989,65,visual,Master topic,145,0.87,Slow,21,20
8990,7,auditory,Complete course,97,0.22,Moderate,29,7
8991,90,kinesthetic,Gain certification,98,0.94,Moderate,30,9
8992,26,kinesthetic,Master topic,38,0.52,Fast,45,8
8993,99,auditory,Complete course,67,0.49,Moderate,31,6
8994,63,auditory,Gain certification,235,0.89,Fast,25,7
8995,50,auditory,Complete course,199,0.56,Moderate,49,4
8996,77,kinesthetic,Complete course,201,0.61,Moderate,49,9
8997,69,auditory,Master topic,266,0.7,Moderate,9,5
